"rec_id_fk","species","variety","color","aroma","flavor","aftertaste","acidity","body","balance","uniformity","clean_cup","sweetness","moisture","quakers","defect_one","defect_two"
196,"Arabica","Catimor","Green","7.83","7.83","7.58","7.75","7.75","7.75","10.00","10.00","10.00","0.10","0.00","0.00","1.00"
197,"Arabica","Caturra","Green","7.67","7.67","7.75","7.75","7.67","7.92","10.00","10.00","10.00","0.11","0.00","0.00","3.00"
198,"Arabica","Caturra","Green","7.83","7.67","7.75","7.58","7.92","7.75","10.00","10.00","10.00","0.12","0.00","4.00","2.00"
199,"Arabica","Other","Green","7.83","7.75","7.83","7.58","7.67","7.75","10.00","10.00","10.00","0.12","0.00","0.00","0.00"
200,"Arabica","Caturra","Green","7.42","7.67","7.83","7.75","7.92","7.83","10.00","10.00","10.00","0.12","0.00","3.00","0.00"
201,"Arabica","Other","Green","7.83","7.67","7.75","7.83","7.67","7.67","10.00","10.00","10.00","0.12","0.00","0.00","7.00"
202,"Arabica","Other","Green","7.83","7.75","7.75","7.75","7.67","7.75","10.00","10.00","10.00","0.12","0.00","0.00","2.00"
203,"Arabica","Bourbon","Green","7.83","7.83","7.50","7.92","7.58","7.75","10.00","10.00","10.00","0.10","0.00","0.00","1.00"
204,"Arabica","Caturra","Green","7.58","7.50","7.75","7.83","7.92","7.83","10.00","10.00","10.00","0.11","0.00","0.00","2.00"
205,"Arabica","Hawaiian Kona","Bluish-Green","7.33","7.92","7.92","7.92","7.92","8.08","10.00","10.00","9.33","0.11","0.00","1.00","1.00"
206,"Arabica","Typica","Green","7.83","7.92","7.67","7.83","7.50","7.75","10.00","10.00","10.00","0.12","0.00","0.00","1.00"
207,"Arabica","Bourbon","Green","7.83","7.83","7.75","7.67","7.83","7.58","10.00","10.00","10.00","0.12","0.00","0.00","0.00"
208,"Arabica","Bourbon","Bluish-Green","7.83","7.92","7.67","7.75","7.50","7.75","10.00","10.00","10.00","0.10","0.00","0.00","4.00"
209,"Arabica","Other","Green","8.17","7.75","7.58","7.67","7.83","7.58","10.00","10.00","10.00","0.13","0.00","4.00","29.00"
210,"Arabica","Bourbon","Green","7.75","7.83","7.58","7.83","7.67","7.75","10.00","10.00","10.00","0.13","0.00","0.00","1.00"
211,"Arabica","Caturra","Green","7.83","7.75","7.58","7.67","7.75","7.83","10.00","10.00","10.00","0.00","0.00","0.00","2.00"
212,"Arabica","Caturra","Bluish-Green","7.92","7.75","7.67","7.67","7.50","7.67","10.00","10.00","10.00","0.09","0.00","0.00","2.00"
213,"Arabica","Caturra","Green","7.75","7.75","7.58","8.00","7.67","7.83","10.00","10.00","10.00","0.11","0.00","0.00","6.00"
214,"Arabica","Caturra","Green","7.75","7.92","7.58","7.92","7.67","7.67","10.00","10.00","10.00","0.10","1.00","0.00","10.00"
215,"Arabica","Bourbon","Green","7.58","7.83","7.58","7.83","7.83","7.67","10.00","10.00","10.00","0.10","0.00","0.00","2.00"
216,"Arabica","Caturra","Bluish-Green","8.00","7.50","7.50","7.67","8.00","7.83","10.00","10.00","10.00","0.00","0.00","0.00","0.00"
217,"Arabica","Caturra","Bluish-Green","7.67","7.83","7.83","7.50","7.67","7.83","10.00","10.00","10.00","0.12","0.00","0.00","0.00"
218,"Arabica","Catuai",NULL,"7.67","7.75","7.75","7.67","7.83","7.75","10.00","10.00","10.00","0.00","0.00","0.00","16.00"
219,"Arabica","Caturra","Blue-Green","7.67","7.75","7.67","7.75","7.50","8.00","10.00","10.00","10.00","0.00","0.00","0.00","0.00"
220,"Arabica","Gesha","Green","7.50","7.92","7.58","7.83","7.75","7.83","10.00","10.00","10.00","0.10","0.00","0.00","5.00"
221,"Arabica","Other","Green","7.92","7.75","7.75","7.75","7.75","7.58","10.00","10.00","10.00","0.13","0.00","0.00","0.00"
222,"Arabica","Other","Green","7.67","7.50","7.67","7.42","7.83","8.58","10.00","10.00","10.00","0.12","0.00","0.00","4.00"
223,"Arabica",NULL,"Bluish-Green","7.67","7.75","7.67","7.75","7.75","7.75","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
224,"Arabica","SL28","Green","7.58","7.75","7.75","7.75","7.75","7.83","10.00","10.00","10.00","0.08","0.00","0.00","0.00"
225,"Arabica","Mundo Novo","Green","7.58","7.83","7.75","7.67","7.67","8.00","10.00","10.00","10.00","0.11","0.00","0.00","3.00"
226,"Arabica","Bourbon","Green","7.92","7.75","7.67","7.67","7.83","7.92","10.00","10.00","10.00","0.11","0.00","0.00","4.00"
227,"Arabica","Bourbon","Bluish-Green","8.42","8.08","7.50","7.17","7.58","8.17","9.33","10.00","10.00","0.11","0.00","0.00","2.00"
228,"Arabica","Caturra","Green","7.75","7.75","7.75","7.75","7.83","7.75","10.00","10.00","10.00","0.00","0.00","0.00","2.00"
229,"Arabica","Catuai","Bluish-Green","7.83","7.50","7.50","8.00","7.83","7.83","10.00","10.00","10.00","0.11","0.00","0.00","2.00"
230,"Arabica","Other","Green","7.83","7.75","7.50","7.83","7.83","7.75","10.00","10.00","10.00","0.11","0.00","0.00","1.00"
231,"Arabica","Mandheling","Bluish-Green","7.81","7.88","7.56","7.75","7.63","7.75","10.00","10.00","10.00","0.12","0.00","0.00","0.00"
232,"Arabica","Caturra","Green","7.83","7.50","7.42","7.50","7.83","8.50","10.00","10.00","10.00","0.00","3.00","1.00","3.00"
233,"Arabica","Typica","Bluish-Green","7.58","7.67","7.67","7.67","7.75","7.83","10.00","10.00","10.00","0.10","0.00","0.00","4.00"
234,"Arabica","Bourbon","Green","8.00","7.75","7.50","7.58","7.92","7.67","10.00","10.00","10.00","0.10","0.00","0.00","4.00"
235,"Arabica","Caturra",NULL,"7.92","7.75","7.67","7.75","7.67","7.67","10.00","10.00","10.00","0.00","0.00","0.00","2.00"
236,"Arabica","Bourbon","Bluish-Green","7.58","7.75","7.67","8.00","7.75","7.67","10.00","10.00","10.00","0.10","0.00","0.00","10.00"
237,"Arabica","Hawaiian Kona","Green","7.83","7.75","7.83","7.83","7.42","8.08","9.33","10.00","10.00","0.11","0.00","1.00","9.00"
238,"Arabica","Typica","Green","7.67","7.75","7.67","7.75","7.67","7.75","10.00","10.00","10.00","0.11","0.00","1.00","10.00"
239,"Arabica","Other",NULL,"7.92","7.92","7.83","8.00","7.92","7.92","10.00","10.00","8.67","0.09","0.00","0.00","15.00"
240,"Arabica",NULL,"None","7.58","7.75","7.67","7.75","7.83","7.75","10.00","10.00","10.00","0.08","2.00","1.00","13.00"
241,"Arabica","Gesha","Green","7.83","7.75","7.67","7.75","7.33","7.75","10.00","10.00","10.00","0.11","11.00","3.00","1.00"
242,"Arabica","Caturra","Green","7.42","7.83","7.75","7.92","7.75","7.58","10.00","10.00","10.00","0.10","0.00","0.00","5.00"
243,"Arabica","Caturra","Green","7.67","7.83","7.58","7.92","7.75","7.67","10.00","10.00","10.00","0.12","0.00","0.00","7.00"
244,"Arabica","Other","Green","7.67","7.67","7.83","7.58","7.58","7.83","10.00","10.00","10.00","0.11","0.00","2.00","7.00"
245,"Arabica","Bourbon","Green","7.92","7.67","7.42","7.92","7.75","7.83","10.00","10.00","10.00","0.10","0.00","0.00","1.00"
246,"Arabica","Bourbon","Green","7.75","7.83","7.50","7.83","7.58","7.67","10.00","10.00","10.00","0.10","0.00","0.00","0.00"
247,"Arabica",NULL,"Green","7.67","7.75","7.67","7.67","7.67","7.75","10.00","10.00","10.00","0.12","0.00","0.00","0.00"
248,"Arabica","Caturra","Green","7.58","7.42","7.75","7.92","7.75","7.92","10.00","10.00","10.00","0.12","0.00","0.00","0.00"
249,"Arabica","Caturra","Green","7.67","7.67","7.50","7.50","7.67","7.67","10.00","10.00","10.00","0.12","0.00","0.00","3.00"
250,"Arabica","Other","Green","7.75","7.75","7.50","7.58","7.67","7.92","10.00","10.00","10.00","0.09","0.00","4.00","40.00"
251,"Arabica","Yellow Bourbon","Green","7.58","7.83","7.67","7.25","8.00","7.75","10.00","10.00","10.00","0.10","0.00","0.00","0.00"
252,"Arabica","Caturra","Green","7.67","7.83","7.67","7.75","7.67","7.75","10.00","10.00","10.00","0.11","0.00","0.00","1.00"
253,"Arabica","SL34","Green","7.67","7.83","7.50","7.75","7.92","7.67","10.00","10.00","10.00","0.00","0.00","0.00","2.00"
254,"Arabica","Other","Green","7.92","8.17","8.17","8.42","8.08","8.17","8.67","8.67","9.33","0.12","0.00","0.00","0.00"
255,"Arabica","SL28","Bluish-Green","7.67","7.75","7.67","7.75","7.83","7.67","10.00","10.00","10.00","0.00","0.00","0.00","0.00"
256,"Arabica","Other","Green","7.92","7.75","7.58","7.67","7.67","7.83","10.00","10.00","10.00","0.10","0.00","10.00","26.00"
257,"Arabica",NULL,NULL,"7.58","7.75","7.58","7.75","7.58","7.75","10.00","10.00","10.00","0.06","0.00","0.00","0.00"
258,"Arabica","Bourbon","Green","7.50","7.75","7.58","7.50","7.58","7.50","10.00","10.00","10.00","0.00","0.00","0.00","3.00"
259,"Arabica","Mundo Novo","Green","7.83","7.83","7.58","7.92","7.42","7.50","10.00","10.00","10.00","0.11","0.00","0.00","5.00"
260,"Arabica","Catimor","Bluish-Green","7.67","7.75","7.50","7.67","7.67","7.83","10.00","10.00","10.00","0.10","0.00","0.00","1.00"
261,"Arabica","Bourbon","Green","7.58","7.67","7.67","7.75","7.58","7.83","10.00","10.00","10.00","0.11","2.00","0.00","7.00"
262,"Arabica","Typica","Green","7.83","7.75","7.83","7.75","7.83","7.75","9.33","10.00","10.00","0.11","0.00","0.00","3.00"
263,"Arabica",NULL,"Green","7.75","7.67","7.50","7.75","7.83","7.75","10.00","10.00","10.00","0.11","0.00","1.00","2.00"
264,"Arabica",NULL,NULL,"7.75","7.58","7.50","7.83","7.75","7.92","10.00","10.00","10.00","0.00","3.00","1.00","5.00"
265,"Arabica",NULL,"Blue-Green","7.75","7.75","7.58","7.75","7.75","7.67","10.00","10.00","10.00","0.00","0.00","0.00","0.00"
266,"Arabica",NULL,NULL,"7.92","7.67","7.50","7.83","7.58","7.67","10.00","10.00","10.00","0.00","0.00","0.00","0.00"
267,"Arabica",NULL,"None","7.83","7.75","7.58","7.58","7.75","7.75","10.00","10.00","10.00","0.00","0.00","1.00","1.00"
268,"Arabica","Caturra","Green","7.75","7.58","7.67","7.83","7.83","7.67","10.00","10.00","10.00","0.00","0.00","0.00","1.00"
269,"Arabica","Typica","Green","8.00","7.92","7.92","7.92","7.67","7.33","10.00","10.00","10.00","0.06","0.00","0.00","0.00"
270,"Arabica","Caturra","Green","7.67","7.83","7.67","7.75","7.67","7.83","10.00","10.00","10.00","0.12","0.00","0.00","3.00"
271,"Arabica","Typica","Blue-Green","7.67","7.75","7.58","7.67","7.75","7.83","10.00","10.00","10.00","0.12","0.00","10.00","32.00"
272,"Arabica","Typica",NULL,"7.50","7.67","7.58","7.83","7.75","7.75","10.00","10.00","10.00","0.11","0.00","0.00","2.00"
273,"Arabica","Typica","Green","7.75","7.92","7.83","7.92","7.75","7.67","9.33","10.00","10.00","0.00","0.00","0.00","2.00"
274,"Arabica","Caturra","Green","7.92","7.58","7.50","7.83","7.58","7.67","10.00","10.00","10.00","0.00","0.00","1.00","6.00"
275,"Arabica","Caturra","Green","7.83","7.67","7.50","7.75","7.75","7.75","10.00","10.00","10.00","0.00","2.00","1.00","0.00"
276,"Arabica","Caturra","Blue-Green","7.67","7.67","7.75","7.67","7.50","7.75","10.00","10.00","10.00","0.00","0.00","0.00","0.00"
277,"Arabica","Bourbon","Green","7.75","7.75","7.50","7.75","7.83","7.58","10.00","10.00","10.00","0.11","7.00","0.00","6.00"
278,"Arabica",NULL,NULL,"7.75","7.67","7.50","7.75","7.75","7.67","10.00","10.00","10.00","0.00","0.00","0.00","0.00"
279,"Arabica","Yellow Bourbon","Green","7.25","7.58","7.42","8.00","7.75","7.83","10.00","10.00","10.00","0.00","0.00","0.00","0.00"
280,"Arabica","Typica","Green","7.67","7.75","7.67","7.75","7.42","7.75","10.00","10.00","10.00","0.00","0.00","0.00","1.00"
281,"Arabica",NULL,"Green","7.75","7.75","7.67","7.67","7.58","7.67","10.00","10.00","10.00","0.12","0.00","0.00","4.00"
282,"Arabica","Bourbon","Green","7.67","7.67","7.58","7.50","7.83","8.17","10.00","10.00","9.33","0.00","0.00","0.00","1.00"
283,"Arabica","Catuai","Green","7.83","7.42","7.50","7.83","7.75","7.83","10.00","10.00","10.00","0.10","0.00","0.00","3.00"
284,"Arabica","Bourbon","Green","7.58","7.83","7.33","8.00","7.58","7.75","10.00","10.00","10.00","0.10","0.00","0.00","1.00"
285,"Arabica","Yellow Bourbon","Green","7.92","7.50","7.33","7.67","8.17","7.50","10.00","10.00","10.00","0.10","0.00","0.00","0.00"
286,"Arabica",NULL,"Bluish-Green","7.50","7.67","7.58","7.75","7.83","7.83","10.00","10.00","10.00","0.09","0.00","0.00","0.00"
287,"Arabica","Caturra","Green","7.67","7.58","7.58","7.83","7.58","7.67","10.00","10.00","10.00","0.11","0.00","0.00","1.00"
288,"Arabica","Bourbon","Green","7.50","7.83","7.50","7.83","7.83","7.67","10.00","10.00","10.00","0.11","0.00","0.00","3.00"
289,"Arabica","Bourbon","Green","7.67","8.00","7.67","7.42","7.67","7.50","10.00","10.00","10.00","0.10","0.00","0.00","2.00"
290,"Arabica","Pacas",NULL,"7.67","7.58","7.50","7.75","7.75","7.75","10.00","10.00","10.00","0.11","0.00","0.00","4.00"
291,"Arabica","Yellow Bourbon","Green","7.83","7.83","7.58","7.67","7.50","7.58","10.00","10.00","10.00","0.12","0.00","0.00","3.00"
292,"Arabica",NULL,NULL,"7.75","7.75","7.58","8.00","7.67","7.58","10.00","10.00","10.00","0.02","0.00","0.00","2.00"
293,"Arabica",NULL,NULL,"7.50","7.83","7.58","7.58","7.75","7.83","10.00","10.00","10.00","0.01","0.00","0.00","0.00"
294,"Arabica",NULL,NULL,"7.58","7.83","7.58","8.00","7.83","7.50","10.00","10.00","10.00","0.10","0.00","0.00","3.00"
295,"Arabica","SL28","Green","7.75","7.58","7.50","7.58","7.75","7.75","10.00","10.00","10.00","0.11","0.00","0.00","2.00"
296,"Arabica","Bourbon","Green","7.67","7.67","7.58","7.75","7.67","7.67","10.00","10.00","10.00","0.11","0.00","0.00","5.00"
297,"Arabica","Caturra","Green","7.83","7.83","7.58","7.58","7.58","7.58","10.00","10.00","10.00","0.11","0.00","0.00","1.00"
298,"Arabica","Typica","Green","7.67","7.67","7.58","7.58","7.67","7.83","10.00","10.00","10.00","0.00","0.00","0.00","0.00"
299,"Arabica",NULL,"Green","7.92","7.75","7.50","7.67","7.75","7.50","10.00","10.00","10.00","0.00","0.00","1.00","4.00"
300,"Arabica","Catimor","Green","7.83","7.75","7.67","7.50","7.58","7.67","10.00","10.00","10.00","0.10","1.00","0.00","2.00"
301,"Arabica","Caturra","Green","7.75","7.67","7.50","7.67","7.58","7.83","10.00","10.00","10.00","0.00","0.00","0.00","0.00"
302,"Arabica","Bourbon","Green","8.00","7.92","7.58","7.75","7.33","7.50","10.00","10.00","10.00","0.12","0.00","0.00","0.00"
303,"Arabica","Other","Green","7.83","7.83","7.83","7.67","8.00","8.17","9.33","9.33","10.00","0.12","0.00","0.00","1.00"
304,"Arabica","Caturra","Green","7.67","7.67","7.67","7.92","7.50","7.67","10.00","10.00","10.00","0.00","0.00","0.00","5.00"
305,"Arabica","Other","Green","7.67","7.42","7.42","7.42","8.00","8.33","10.00","10.00","10.00","0.00","0.00","0.00","3.00"
306,"Arabica","Caturra","Blue-Green","7.58","7.67","7.75","7.67","7.67","7.67","10.00","10.00","10.00","0.00","0.00","0.00","1.00"
307,"Arabica","Caturra","Green","7.75","7.67","7.75","7.58","7.42","8.00","10.00","10.00","10.00","0.11","0.00","0.00","3.00"
308,"Arabica","Hawaiian Kona","Bluish-Green","7.25","7.42","7.67","7.58","7.83","8.25","10.00","10.00","10.00","0.00","0.00","0.00","0.00"
309,"Arabica","Caturra","None","7.83","7.58","7.58","7.50","7.75","7.67","10.00","10.00","10.00","0.13","0.00","5.00","5.00"
310,"Arabica","Caturra","Bluish-Green","7.67","7.58","7.58","7.67","7.75","7.75","10.00","10.00","10.00","0.11","0.00","0.00","1.00"
311,"Arabica",NULL,NULL,"7.83","7.83","7.58","7.33","7.42","7.67","10.00","10.00","10.00","0.10","0.00","0.00","1.00"
312,"Arabica",NULL,NULL,"7.75","7.67","7.25","7.25","7.58","8.50","10.00","10.00","10.00","0.06","0.00","0.00","1.00"
313,"Arabica",NULL,NULL,"7.83","7.67","7.75","7.67","7.58","7.50","10.00","10.00","10.00","0.00","0.00","0.00","0.00"
314,"Arabica","Bourbon","Green","7.67","7.83","7.50","7.67","7.67","7.50","10.00","10.00","10.00","0.11","0.00","0.00","2.00"
315,"Arabica","SL28","Bluish-Green","8.08","7.67","7.67","7.58","7.25","7.67","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
316,"Arabica","Caturra","Green","7.50","7.50","7.67","7.67","8.00","8.00","10.00","10.00","10.00","0.10","0.00","0.00","2.00"
317,"Arabica","Caturra","Green","7.67","7.75","7.67","7.67","7.83","7.58","10.00","10.00","10.00","0.10","0.00","0.00","3.00"
318,"Arabica","Bourbon","Green","7.58","7.75","7.58","7.75","7.58","7.58","10.00","10.00","10.00","0.11","2.00","0.00","3.00"
319,"Arabica","Caturra","Bluish-Green","7.50","7.67","7.33","7.92","7.83","7.67","10.00","10.00","10.00","0.10","0.00","0.00","0.00"
320,"Arabica",NULL,"Blue-Green","7.33","7.67","7.67","7.50","7.67","7.50","10.00","10.00","10.00","0.11","0.00","0.00","1.00"
321,"Arabica",NULL,"Bluish-Green","7.50","7.75","7.58","7.83","7.67","7.58","10.00","10.00","10.00","0.12","0.00","0.00","0.00"
322,"Arabica","Caturra",NULL,"7.50","7.75","7.50","7.75","7.67","7.67","10.00","10.00","10.00","0.11","0.00","0.00","4.00"
323,"Arabica","Bourbon","Green","8.00","7.50","7.33","8.00","8.00","8.00","9.33","10.00","10.00","0.10","0.00","0.00","0.00"
324,"Arabica","Caturra","Green","7.83","7.75","7.67","7.58","7.58","7.67","10.00","10.00","10.00","0.00","0.00","0.00","3.00"
325,"Arabica","Caturra","Green","7.67","7.67","7.67","7.67","7.33","7.75","10.00","10.00","10.00","0.00","0.00","0.00","1.00"
326,"Arabica","Bourbon","Green","7.67","7.67","7.42","7.67","8.00","7.75","10.00","10.00","10.00","0.12","0.00","1.00","3.00"
327,"Arabica","Bourbon","Green","7.83","7.67","7.33","7.67","7.67","7.83","10.00","10.00","10.00","0.11","0.00","0.00","2.00"
328,"Arabica","Caturra","Green","7.75","7.75","7.58","7.83","7.17","7.75","10.00","10.00","10.00","0.11","0.00","0.00","1.00"
329,"Arabica","Caturra","Green","8.17","8.17","7.83","7.67","8.08","7.75","9.33","9.33","9.33","0.11","0.00","0.00","1.00"
330,"Arabica","Bourbon","Green","7.67","8.17","7.50","7.42","7.58","7.83","10.00","10.00","10.00","0.11","0.00","0.00","13.00"
331,"Arabica","Typica","Green","7.67","7.50","7.50","7.33","7.83","8.25","10.00","10.00","10.00","0.12","0.00","4.00","11.00"
332,"Arabica","Typica","Green","8.17","7.67","7.58","7.58","7.42","7.67","10.00","10.00","10.00","0.12","0.00","0.00","0.00"
333,"Arabica","Caturra","Green","7.67","7.50","7.33","8.00","7.67","7.67","10.00","10.00","10.00","0.10","0.00","0.00","0.00"
334,"Arabica",NULL,NULL,"7.75","8.00","7.92","8.08","7.75","8.00","9.33","9.33","9.33","0.00","0.00","0.00","0.00"
335,"Arabica","Bourbon","Green","7.58","7.67","7.58","7.58","7.67","7.58","10.00","10.00","10.00","0.11","0.00","0.00","5.00"
336,"Arabica","Caturra","Green","7.75","7.75","7.50","7.83","7.58","7.58","10.00","10.00","10.00","0.11","1.00","0.00","0.00"
337,"Arabica","Caturra","Green","7.75","7.75","7.58","7.58","7.67","7.58","10.00","10.00","10.00","0.11","0.00","0.00","4.00"
338,"Arabica","Catimor","Green","7.67","7.58","7.58","7.58","7.67","7.75","10.00","10.00","10.00","0.10","1.00","0.00","4.00"
339,"Arabica","Caturra","Green","7.67","7.75","7.58","7.67","7.75","7.58","10.00","10.00","10.00","0.12","0.00","0.00","3.00"
340,"Arabica","Caturra","Green","7.75","7.75","7.58","7.58","7.50","7.67","10.00","10.00","10.00","0.12","0.00","1.00","13.00"
341,"Arabica","Other",NULL,"7.75","7.67","7.58","7.67","7.50","7.67","10.00","10.00","10.00","0.00","0.00","0.00","7.00"
342,"Arabica","SL14","Green","7.67","7.67","7.42","7.75","7.75","7.67","10.00","10.00","10.00","0.12","0.00","0.00","5.00"
343,"Arabica","Caturra","Green","7.67","7.58","7.67","7.67","7.67","7.67","10.00","10.00","10.00","0.00","0.00","0.00","0.00"
344,"Arabica","Caturra","Green","7.67","7.58","7.67","7.58","7.67","7.75","10.00","10.00","10.00","0.12","0.00","0.00","1.00"
345,"Arabica","Caturra",NULL,"7.75","7.58","7.50","7.58","7.75","7.83","10.00","10.00","10.00","0.00","0.00","0.00","0.00"
346,"Arabica","Typica","Green","7.75","7.75","7.75","7.75","7.50","7.58","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
347,"Arabica","Caturra","Green","7.67","7.67","7.58","7.67","7.75","7.58","10.00","10.00","10.00","0.11","0.00","0.00","3.00"
348,"Arabica","Typica",NULL,"7.83","7.67","7.58","7.58","7.67","7.58","10.00","10.00","10.00","0.12","0.00","0.00","2.00"
349,"Arabica","Caturra","Green","7.67","7.58","7.58","7.58","7.67","7.75","10.00","10.00","10.00","0.11","0.00","0.00","4.00"
350,"Arabica","Catuai","Blue-Green","7.83","7.75","7.50","7.75","7.50","7.58","10.00","10.00","10.00","0.12","0.00","0.00","2.00"
351,"Arabica","Caturra","Bluish-Green","7.75","7.58","7.58","7.75","7.75","7.50","10.00","10.00","10.00","0.00","0.00","0.00","5.00"
352,"Arabica",NULL,"Blue-Green","7.58","7.58","7.17","7.17","7.00","7.00","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
353,"Arabica","Caturra","Blue-Green","7.92","7.42","7.50","7.67","7.50","7.67","10.00","10.00","10.00","0.00","0.00","0.00","0.00"
354,"Arabica","Caturra","Green","7.75","7.58","7.58","7.50","7.75","7.75","10.00","10.00","10.00","0.00","0.00","0.00","0.00"
355,"Arabica","Bourbon","Bluish-Green","7.67","7.75","7.50","7.83","7.58","7.58","10.00","10.00","10.00","0.10","2.00","0.00","5.00"
356,"Arabica","Caturra","Green","7.58","7.58","7.58","7.58","7.75","7.67","10.00","10.00","10.00","0.12","0.00","0.00","4.00"
357,"Arabica","Ruiru 11","Green","7.75","7.67","7.58","7.67","7.67","7.58","10.00","10.00","10.00","0.13","0.00","0.00","21.00"
358,"Arabica","Sumatra","Bluish-Green","7.25","7.67","7.58","7.92","7.83","7.58","10.00","10.00","10.00","0.13","0.00","0.00","8.00"
359,"Arabica",NULL,NULL,"7.67","7.75","7.50","7.58","7.75","7.67","10.00","10.00","10.00","0.10","0.00","1.00","18.00"
360,"Arabica",NULL,NULL,"7.67","7.42","7.67","7.83","7.58","7.67","10.00","10.00","10.00","0.00","0.00","1.00","0.00"
361,"Arabica","Caturra","Green","8.00","7.58","7.25","7.58","7.92","7.58","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
362,"Arabica","Caturra","Green","7.58","7.75","7.50","7.83","7.42","7.67","10.00","10.00","10.00","0.10","0.00","0.00","0.00"
363,"Arabica","Caturra",NULL,"7.75","7.58","7.33","7.50","7.83","7.83","10.00","10.00","10.00","0.00","0.00","2.00","0.00"
364,"Arabica","Caturra","Green","7.67","7.50","7.67","7.50","7.67","7.67","10.00","10.00","10.00","0.10","0.00","0.00","3.00"
365,"Arabica","Caturra","Green","7.58","7.75","7.42","7.67","7.75","7.67","10.00","10.00","10.00","0.00","0.00","1.00","1.00"
366,"Arabica","Caturra","Green","7.58","7.67","7.58","7.75","7.58","7.75","10.00","10.00","10.00","0.11","0.00","0.00","2.00"
367,"Arabica","Bourbon","Green","7.83","7.58","7.25","7.50","7.50","7.42","10.00","10.00","10.00","0.13","0.00","0.00","14.00"
368,"Arabica","Typica","Green","7.67","7.75","7.67","7.75","7.58","7.50","10.00","10.00","10.00","0.11","0.00","0.00","12.00"
369,"Arabica","Pacamara","Green","7.75","7.67","7.67","7.75","7.33","7.50","10.00","10.00","10.00","0.12","0.00","0.00","0.00"
370,"Arabica","Caturra","Green","7.83","7.50","7.50","8.00","7.67","7.50","10.00","10.00","10.00","0.10","0.00","0.00","5.00"
371,"Arabica","Caturra","Green","7.67","7.58","7.58","7.67","7.67","7.67","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
372,"Arabica","Bourbon","Green","7.50","7.50","7.75","7.50","8.00","7.67","10.00","10.00","10.00","0.00","0.00","3.00","12.00"
373,"Arabica",NULL,NULL,"7.50","7.67","7.58","7.92","7.58","7.67","10.00","10.00","10.00","0.01","0.00","0.00","0.00"
374,"Arabica",NULL,NULL,"7.83","7.58","7.58","7.58","7.75","7.58","10.00","10.00","10.00","0.00","0.00","0.00","0.00"
375,"Arabica","Caturra","Green","7.50","7.58","7.58","7.50","7.75","7.83","10.00","10.00","10.00","0.00","2.00","0.00","1.00"
376,"Arabica","Bourbon","Green","7.67","7.75","7.50","7.58","7.58","7.67","10.00","10.00","10.00","0.10","0.00","0.00","3.00"
377,"Arabica","Caturra","Green","7.67","7.67","7.50","7.67","7.67","7.58","10.00","10.00","10.00","0.11","0.00","0.00","2.00"
378,"Arabica","Caturra","Blue-Green","7.58","7.50","7.42","7.92","7.50","7.67","10.00","10.00","10.00","0.09","0.00","0.00","4.00"
379,"Arabica",NULL,"Blue-Green","7.67","7.67","7.00","7.08","7.00","7.00","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
380,"Arabica","SL14","Green","7.58","7.75","7.33","7.75","7.67","7.58","10.00","10.00","10.00","0.11","0.00","0.00","1.00"
381,"Arabica","Catimor","Bluish-Green","7.50","7.58","7.75","7.50","7.75","7.67","10.00","10.00","10.00","0.13","0.00","0.00","0.00"
382,"Arabica","Bourbon",NULL,"7.58","7.50","7.75","7.58","7.75","7.67","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
383,"Arabica","Caturra","Green","7.58","7.67","7.58","7.67","7.58","7.67","10.00","10.00","10.00","0.12","0.00","4.00","0.00"
384,"Arabica","Yellow Bourbon","Green","7.33","7.83","7.75","7.50","7.42","7.83","10.00","10.00","10.00","0.12","0.00","0.00","6.00"
385,"Arabica","Bourbon","Green","7.75","7.67","7.58","7.67","7.58","7.58","10.00","10.00","10.00","0.13","0.00","0.00","4.00"
386,"Arabica","Caturra","Green","7.58","7.58","7.25","7.75","7.75","8.58","9.33","10.00","10.00","0.12","0.00","0.00","1.00"
387,"Arabica","Bourbon","Green","7.75","7.83","7.33","7.83","7.50","7.67","10.00","10.00","10.00","0.10","0.00","0.00","1.00"
388,"Arabica","Caturra","Green","7.67","7.75","7.50","7.83","7.58","7.50","10.00","10.00","10.00","0.10","0.00","0.00","2.00"
389,"Arabica","Bourbon","Green","7.67","7.50","7.75","7.42","7.75","7.75","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
390,"Arabica","Hawaiian Kona","Green","7.42","7.75","7.67","7.58","7.67","7.67","10.00","10.00","10.00","0.00","0.00","0.00","2.00"
391,"Arabica","Caturra","Green","7.50","7.75","7.58","7.50","7.67","7.75","10.00","10.00","10.00","0.11","0.00","0.00","2.00"
392,"Arabica",NULL,NULL,"7.58","7.58","7.58","7.67","7.75","7.67","10.00","10.00","10.00","0.10","0.00","1.00","3.00"
393,"Arabica",NULL,NULL,"7.50","7.92","7.42","7.67","7.83","7.58","10.00","10.00","10.00","0.01","0.00","0.00","0.00"
